City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,diapaga,12.0708,1.7889,89.78,6,0,4.7,BF,1674754835
357,faya,18.3851,42.4509,55.92,74,15,2.73,SA,1674754835
358,spencer,43.1414,-95.1444,10.53,78,0,10.36,US,1674754836
359,kaitangata,-46.2817,169.8464,57.42,77,100,4.81,NZ,1674754836
360,katangli,51.7102,143.2326,4.96,83,100,24.99,RU,1674754837
361,tyukalinsk,55.8732,72.1967,12.67,88,83,19.19,RU,1674754837
362,bati,11.1833,40.0167,65.86,42,29,2.59,ET,1674754837
363,arlit,18.7369,7.3853,80.42,10,67,9.98,NE,1674754838
364,port hedland,-20.3167,118.5667,86.05,84,100,16.11,AU,1674754838
365,port hawkesbury,45.6169,-61.3485,47.91,99,100,23.02,CA,1674754839
366,maragogi,-9.0122,-35.2225,83.98,62,12,12.41,BR,1674754839
367,tongzi,28.7829,105.0877,45.54,75,97,2.66,CN,1674754839
368,vardo,70.3705,31.1107,26.58,100,100,29.93,NO,1674754840
369,sakakah,29.9697,40.2064,56.77,48,0,8.05,SA,1674754556
370,zhangye,38.9342,100.4517,8.42,62,2,5.73,CN,1674754840
371,wanaka,-44.7,169.15,62.11,82,100,5.99,NZ,1674754569
372,kabwe,-14.4469,28.4464,64.58,96,95,2.35,ZM,1674754841
373,asau,46.4333,26.4,29.32,97,94,2.26,RO,1674754841
374,mount gambier,-37.8333,140.7667,46.87,93,2,5.14,AU,1674754842
375,kununurra,-15.7667,128.7333,78.78,94,97,0.0,AU,1674754842
376,bogovarovo,58.9785,47.0246,31.5,98,100,7.4,RU,1674754842
377,wellington,-41.2866,174.7756,65.07,78,100,3.44,NZ,1674754614
378,belmonte,-15.8631,-38.8828,83.93,61,73,11.27,BR,1674754843
379,civitanova marche,43.307,13.7206,46.85,54,86,13.0,IT,1674754844
380,diamantino,-14.4086,-56.4461,79.84,75,100,9.19,BR,1674754844
381,bagdarin,54.4333,113.6,-14.87,91,100,3.44,RU,1674754845
382,omboue,-1.5746,9.2618,79.11,82,85,5.28,GA,1674754845
383,imbituba,-28.24,-48.6703,83.43,63,43,18.48,BR,1674754845
384,grand-santi,4.25,-54.3833,86.81,46,60,5.08,GF,1674754846
385,chamba,32.5667,76.1333,46.49,60,1,9.28,IN,1674754846
386,la palma,33.8464,-118.0467,67.33,26,0,20.71,US,1674754847
387,kloulklubed,7.0419,134.2556,75.7,74,75,17.07,PW,1674754847
388,vostok,46.4856,135.8833,-28.26,98,50,4.05,RU,1674754847
389,saint anthony,45.0205,-93.218,13.89,70,0,8.05,US,1674754792
390,ouallam,14.3188,2.0866,87.67,9,4,7.25,NE,1674754848
391,lebanon,36.2081,-86.2911,39.96,82,100,9.22,US,1674754848
392,korem,12.5058,39.5228,53.71,66,10,5.06,ET,1674754682
393,padang,-0.9492,100.3543,77.05,86,100,2.53,ID,1674754849
394,lastoursville,-0.8143,12.7287,72.79,96,97,1.52,GA,1674754849
395,laguna,38.421,-121.4238,57.49,80,0,0.0,US,1674754653
396,andreapol,56.6513,32.2664,30.11,92,100,8.32,RU,1674754850
397,velyka bahachka,49.7912,33.7226,28.11,76,6,3.71,UA,1674754850
398,angoram,-4.0625,144.0661,72.01,99,86,1.25,PG,1674754851
399,bandarbeyla,9.4942,50.8122,76.3,68,17,13.58,SO,1674754851
400,haverfordwest,51.8017,-4.9691,44.19,79,21,7.36,GB,1674754851
401,hovd,48.0056,91.6419,-4.14,79,12,1.43,MN,1674754852
402,mercedes,-34.6515,-59.4307,101.19,21,33,10.83,AR,1674754852
403,pokhara,28.2333,83.9833,60.62,31,0,7.11,NP,1674754853
404,irati,-25.4672,-50.6511,86.49,23,7,5.32,BR,1674754853
405,kalianget,-7.05,113.9333,77.47,88,100,8.05,ID,1674754854
406,anadyr,64.75,177.4833,-3.5,70,75,15.66,RU,1674754854
407,khatassy,61.9036,129.6383,-54.42,100,60,1.59,RU,1674754855
408,burns lake,54.2331,-125.7533,26.02,100,100,2.75,CA,1674754812
409,bonfim,3.0833,-59.95,91.06,34,97,9.4,BR,1674754855
410,kerchevskiy,59.946,56.2884,31.78,92,100,10.94,RU,1674754856
411,aksu,41.1231,80.2644,9.21,90,85,4.9,CN,1674754856
412,kayerkan,69.3497,87.7602,-3.48,76,100,9.42,RU,1674754856
413,ormara,25.2088,64.6357,66.51,31,27,2.19,PK,1674754857
414,yumen,40.2833,97.2,9.52,53,0,7.36,CN,1674754857
415,vanavara,60.34,102.2797,-5.75,100,99,3.62,RU,1674754858
416,novotroitskaya,45.3267,41.5253,32.45,53,0,8.84,RU,1674754858
417,sabang,5.8933,95.3214,79.77,79,99,10.71,ID,1674754858
418,tena,-0.9833,-77.8167,84.36,54,49,4.85,EC,1674754859
419,ilhabela,-23.7781,-45.3581,80.91,62,1,10.07,BR,1674754859
420,krasnoselkup,65.7,82.4667,10.2,94,100,16.73,RU,1674754860
421,taltal,-25.4,-70.4833,72.16,72,32,8.93,CL,1674754860
422,tazovskiy,67.4667,78.7,8.29,94,100,14.85,RU,1674754860
423,takoradi,4.8845,-1.7554,82.87,74,29,12.12,GH,1674754861
424,manoharpur,27.3,75.95,50.07,55,0,6.93,IN,1674754861
425,pyinmana,19.7333,96.2167,64.71,46,0,2.68,MM,1674754862
426,channel-port aux basques,47.5702,-59.1367,35.4,93,100,41.54,CA,1674754863
427,itoman,26.1247,127.6694,63.37,86,75,10.36,JP,1674754863
428,beringovskiy,63.05,179.3167,-6.48,94,100,15.57,RU,1674754864
429,kenai,60.5544,-151.2583,35.69,80,100,17.27,US,1674754864
430,gergebil,42.5047,47.0661,30.16,71,1,0.72,RU,1674754865
431,osoyoos,49.0331,-119.4524,32.76,86,83,2.3,CA,1674754865
432,nara,34.6851,135.8049,36.5,42,100,2.46,JP,1674754866
433,touros,-5.1989,-35.4608,84.63,58,8,12.44,BR,1674754866
434,gainesville,29.6516,-82.3248,57.09,54,0,8.05,US,1674754867
435,mareeba,-17.0,145.4333,74.12,91,61,2.42,AU,1674754867
436,dakar,14.6937,-17.4441,83.28,74,74,17.2,SN,1674754868
437,upata,8.0086,-62.3989,88.12,28,44,6.35,VE,1674754869
438,strezhevoy,60.7333,77.5889,18.77,94,100,13.4,RU,1674754869
439,fortuna,40.5982,-124.1573,46.74,76,0,8.05,US,1674754869
440,port blair,11.6667,92.75,78.84,83,40,2.3,IN,1674754870
441,ericeira,38.9627,-9.4156,55.08,89,75,9.22,PT,1674754871
442,gayny,60.3071,54.3241,32.23,93,100,9.51,RU,1674754871
443,goulburn,-34.75,149.7167,59.5,92,81,8.41,AU,1674754872
444,dayong,25.0209,118.2898,56.08,73,95,1.23,CN,1674754873
445,sulina,45.1559,29.6536,41.86,79,100,12.46,RO,1674754873
446,bagotville,-28.9833,153.4167,73.63,86,100,3.67,AU,1674754874
447,goba,7.0167,39.9833,52.29,56,84,3.22,ET,1674754874
448,matara,5.9485,80.5353,74.82,88,85,2.77,LK,1674754876
449,saint-pierre,-21.3393,55.4781,80.91,83,0,3.44,RE,1674754876
450,obuasi,6.206,-1.6619,84.11,54,18,3.83,GH,1674754877
451,acari,-15.4311,-74.6158,81.23,65,97,11.36,PE,1674754878
452,shagonar,51.5333,92.8,-7.73,94,100,3.47,RU,1674754878
453,solnechnyy,50.7214,136.6319,-16.29,98,100,4.21,RU,1674754879
454,praia da vitoria,38.7333,-27.0667,61.75,67,20,14.05,PT,1674754879
455,sayyan,15.1718,44.3244,56.03,47,1,2.04,YE,1674754880
456,los llanos de aridane,28.6585,-17.9182,62.35,63,40,21.99,ES,1674754880
457,talcahuano,-36.7167,-73.1167,69.48,46,0,10.36,CL,1674754881
458,ixtapa,20.7,-105.2,76.23,57,0,2.3,MX,1674754881
459,newport,51.5877,-2.9984,45.81,78,39,10.78,GB,1674754882
460,apatou,5.155,-54.3472,83.79,58,74,3.6,GF,1674754883
461,jardim,-21.4803,-56.1381,91.09,44,44,8.21,BR,1674754883
462,korla,41.7597,86.1469,15.31,63,82,0.67,CN,1674754884
463,chancay,-11.5714,-77.2672,76.28,69,44,8.43,PE,1674754884
464,qaqortoq,60.7167,-46.0333,19.31,75,71,21.0,GL,1674754885
465,parana,-31.732,-60.5238,98.46,39,5,11.16,AR,1674754885
466,aguimes,27.9054,-15.4461,63.66,44,40,27.0,ES,1674754886
467,tolaga bay,-38.3667,178.3,61.88,87,100,8.93,NZ,1674754886
468,camopi,3.1655,-52.3158,81.23,65,95,4.41,GF,1674754887
469,puerto el triunfo,13.2833,-88.55,90.46,45,23,7.18,SV,1674754887
470,biltine,14.5333,20.9167,81.55,10,94,7.74,TD,1674754888
471,chizhou,30.6578,117.4831,33.55,65,3,4.88,CN,1674754888
472,mizan teferi,6.9833,35.5833,70.66,51,96,1.9,ET,1674754888
473,bahir dar,11.5936,37.3908,70.18,27,46,7.16,ET,1674754889
474,rancho grande,-23.5057,-46.3585,85.42,39,0,4.61,BR,1674754889
475,natal,-5.795,-35.2094,86.65,65,40,12.66,BR,1674754890
476,teguldet,57.3064,88.1667,17.55,87,100,16.55,RU,1674754890
477,plainview,40.7765,-73.4673,45.01,63,100,17.27,US,1674754673
478,huai yot,7.7893,99.6348,71.83,89,95,3.51,TH,1674754891
479,college,64.8569,-147.8028,10.35,82,100,4.61,US,1674754891
480,asfi,32.2994,-9.2372,57.02,60,0,11.72,MA,1674754892
481,dauriya,49.9333,116.8667,-32.39,100,25,2.06,RU,1674754892
482,duxbury,42.0418,-70.6723,50.5,74,100,21.85,US,1674754893
483,zabid,14.1951,43.3152,78.28,56,17,11.7,YE,1674754893
484,bilibino,68.0546,166.4372,-8.23,72,4,7.52,RU,1674754894
485,jipijapa,-1.3333,-80.5833,81.9,66,87,4.14,EC,1674754894
486,santa rosa,14.3122,121.1114,77.11,85,100,7.94,PH,1674754881
487,vage,60.0469,5.5178,36.93,85,7,3.0,NO,1674754895
488,namibe,-15.1961,12.1522,73.72,78,83,8.48,AO,1674754895
489,idah,7.1065,6.7342,92.35,29,3,5.03,NG,1674754896
490,safranbolu,41.2508,32.6942,39.69,61,42,3.42,TR,1674754896
491,khuzdar,27.7384,66.6434,44.55,24,0,0.54,PK,1674754896
492,muisne,0.6,-80.0333,80.65,74,75,10.0,EC,1674754897
493,dhidhdhoo,6.8833,73.1,79.84,78,9,8.57,MV,1674754897
494,kaseda,31.4167,130.3167,53.01,82,100,14.45,JP,1674754898
495,hornepayne,49.2138,-84.7705,0.73,85,83,4.76,CA,1674754898
496,dzaoudzi,-12.7887,45.2699,82.29,83,75,24.16,YT,1674754899
497,hannibal,39.7084,-91.3585,22.12,63,0,14.97,US,1674754899
498,iracoubo,5.4802,-53.2011,80.01,68,42,6.22,GF,1674754900
499,dunedin,-45.8742,170.5036,60.8,82,100,3.44,NZ,1674754900
500,itarantim,-15.6597,-40.0656,82.71,64,62,6.38,BR,1674754901
501,camacha,33.0833,-16.3333,56.62,55,75,11.5,PT,1674754901
502,chernyshevskiy,63.0128,112.4714,-24.66,99,100,3.0,RU,1674754902
503,pangoa,-12.1167,-73.0,70.59,94,100,3.09,PE,1674754902
504,chapais,49.7834,-74.8492,8.38,89,100,10.71,CA,1674754902
505,aswan,24.0934,32.907,74.5,23,0,6.91,EG,1674754903
506,klaksvik,62.2266,-6.589,43.72,79,78,25.01,FO,1674754903
507,vila praia de ancora,41.811,-8.8526,53.11,73,38,17.18,PT,1674754904
508,eureka,40.8021,-124.1637,51.58,57,0,4.07,US,1674754680
509,lencois paulista,-22.5986,-48.8003,90.09,38,3,4.43,BR,1674754904
510,yakima,46.4665,-120.6678,46.71,85,0,0.0,US,1674754905
511,plettenberg bay,-34.0527,23.3716,67.46,74,7,0.51,ZA,1674754905
512,kutum,14.2,24.6667,70.88,13,51,10.11,SD,1674754905
513,kottayam,9.5833,76.5167,72.79,93,96,1.88,IN,1674754906
514,maputo,-25.9653,32.5892,82.08,61,40,13.8,MZ,1674754822
515,danielskuil,-28.1887,23.5395,76.69,34,53,3.24,ZA,1674754906
516,muscat,23.6139,58.5922,69.82,57,92,16.11,OM,1674754762
517,wanning,18.8003,110.3967,68.83,89,91,6.26,CN,1674754907
518,goundi,9.3627,17.366,87.64,13,6,3.89,TD,1674754907
519,bay roberts,47.5999,-53.2648,34.14,74,99,5.99,CA,1674754908
520,zhanaozen,43.3,52.8,26.51,37,0,7.49,KZ,1674754908
521,folsom,38.678,-121.1761,62.28,76,0,1.01,US,1674754845
522,manono,-7.3,27.4167,72.05,86,76,2.44,CD,1674754909
523,port pirie,-33.1833,138.0167,71.65,39,1,4.25,AU,1674754909
524,kavieng,-2.5744,150.7967,81.14,73,100,8.55,PG,1674754910
525,kirakira,-10.4544,161.9205,79.57,84,100,4.99,SB,1674754910
526,fengxian,34.7039,116.5872,23.94,41,0,6.24,CN,1674754910
527,virginia beach,36.8529,-75.978,54.03,51,40,18.41,US,1674754671
528,sabha,27.0377,14.4283,61.07,26,3,6.91,LY,1674754911
529,wad madani,14.4012,33.5199,82.22,16,15,11.45,SD,1674754911
530,oussouye,12.485,-16.5469,98.78,41,66,13.31,SN,1674754912
531,chornobay,49.6708,32.3239,27.75,81,3,4.43,UA,1674754912
532,farmington,36.7281,-108.2187,27.19,58,0,6.91,US,1674754913
533,itarema,-2.9248,-39.9167,83.03,65,91,13.47,BR,1674754913
534,limbang,4.75,115.0,75.31,97,100,3.02,MY,1674754913
535,marawi,7.9986,124.2928,66.76,96,99,1.25,PH,1674754914
536,havoysund,70.9963,24.6622,32.23,71,100,32.53,NO,1674754914
537,campeche,19.0,-90.5,74.91,73,100,5.46,MX,1674754649
538,harper,4.375,-7.7169,82.0,76,15,8.5,LR,1674754915
539,shagamu,6.8432,3.6478,87.58,66,11,8.46,NG,1674754915
540,dicabisagan,17.0818,122.4157,72.91,89,100,5.75,PH,1674754915
541,mehran,33.1222,46.1646,54.36,49,1,5.46,IR,1674754916
542,pangnirtung,66.1451,-65.7125,-20.2,76,100,4.61,CA,1674754916
543,santa cruz,-17.8,-63.1667,85.46,65,75,17.27,BO,1674754917
544,portland,45.5234,-122.6762,44.64,89,100,3.44,US,1674754745
545,iquitos,-3.7481,-73.2472,89.64,74,40,6.91,PE,1674754917
546,caldas novas,-17.7417,-48.625,81.99,67,13,4.56,BR,1674754917
547,lima,-12.0432,-77.0282,77.25,69,0,8.05,PE,1674754799
548,lazaro cardenas,17.9583,-102.2,82.4,46,0,5.17,MX,1674754918
549,vallenar,-28.5708,-70.7581,86.11,34,0,11.43,CL,1674754919
550,turayf,31.6725,38.6637,52.05,46,0,0.0,SA,1674754919
551,fort-shevchenko,44.5086,50.263,30.27,68,0,10.94,KZ,1674754919
552,sibolga,1.7427,98.7792,74.48,88,100,3.15,ID,1674754920
553,port lincoln,-34.7333,135.8667,65.01,75,0,15.26,AU,1674754920
554,shenjiamen,29.9576,122.298,41.16,65,52,21.85,CN,1674754921
555,alyangula,-13.8483,136.4192,80.87,79,100,4.23,AU,1674754921
556,moose factory,51.2585,-80.6094,-4.0,84,100,8.05,CA,1674754922
557,woodstock,43.1334,-80.7497,30.42,80,84,8.99,CA,1674754624
558,beremend,45.7911,18.4326,34.88,95,99,5.19,HU,1674754923
559,vikulovo,56.8167,70.6107,17.49,89,100,18.14,RU,1674754923
560,okha,53.5739,142.9478,-2.4,92,100,24.83,RU,1674754924
561,jambi,-1.6,103.6167,72.86,97,100,3.0,ID,1674754924
562,waipawa,-41.4122,175.5153,56.44,85,100,5.32,NZ,1674754925
563,araouane,18.9048,-3.5265,79.18,13,53,10.49,ML,1674754925
564,inta,66.0317,60.1659,25.77,91,100,18.63,RU,1674754926
565,greenfield,42.9614,-88.0126,33.46,85,100,6.91,US,1674754926
566,redlands,34.0556,-117.1825,61.97,30,0,19.57,US,1674754927
567,sinnamary,5.3833,-52.95,80.58,65,24,6.31,GF,1674754927
568,feldbach,46.9531,15.8883,34.83,91,95,2.46,AT,1674754928
569,pacific grove,36.6177,-121.9166,61.39,54,0,8.99,US,1674754495
570,tessalit,20.1986,1.0114,76.78,12,22,10.29,ML,1674754928
571,aripuana,-9.1667,-60.6333,76.89,89,100,4.74,BR,1674754929
572,wasilla,61.5814,-149.4394,39.29,84,100,9.22,US,1674754929
573,pervomayskoye,43.919,46.7102,30.04,77,3,7.4,RU,1674754930
574,jaru,-10.4389,-62.4664,77.76,91,99,6.69,BR,1674754931
575,riyadh,24.6877,46.7219,57.34,74,100,12.24,SA,1674754762
576,ishigaki,24.3448,124.1572,62.73,88,75,6.91,JP,1674754931
577,dakoro,14.5106,6.765,81.12,9,2,5.48,NE,1674754932
578,ulladulla,-35.35,150.4667,66.13,89,99,8.68,AU,1674754932
579,hobyo,5.3505,48.5268,76.78,75,23,20.98,SO,1674754933
580,svetlyy,54.675,20.1347,32.05,88,100,4.88,RU,1674754933
581,ossora,59.2353,163.0719,10.71,93,100,29.66,RU,1674754934
582,zyryanovsk,49.7386,84.2719,-7.98,93,92,2.19,KZ,1674754934
583,turukhansk,65.8167,87.9833,-2.45,96,99,15.97,RU,1674754925
584,porto nacional,-10.7081,-48.4172,82.4,75,88,2.17,BR,1674754935
585,scottsbluff,41.8666,-103.6672,32.77,58,100,16.11,US,1674754731
